fecha,muestra,calidad,z_score,score_compuesto,anomalia_if,anomalia_lof,anomalia_svm,anomalia_z3,anomalia_mad,anomalia_spike,anomalia_ewma,anomalia_alto_valor,num_metodos,anomalia_final
2025-06-17T07:46:00Z,0.0,1,-0.11348473785353551,0.5914093257887324,0,0,0,0,0,0,0,0,0,0
2025-06-17T07:51:00Z,0.0,1,-0.11348473785353551,0.5914093257887324,0,0,0,0,0,0,0,0,0,0
2025-06-17T07:56:00Z,0.0,1,-0.11348473785353551,0.5914093257887324,0,0,0,0,0,0,0,0,0,0
2025-06-17T08:01:00Z,0.0,1,-0.11348473785353551,0.5874242782948301,0,0,0,0,0,0,0,0,0,0
2025-06-17T08:06:00Z,0.0,1,-0.11348473785353551,0.5874242782948301,0,0,0,0,0,0,0,0,0,0
2025-06-17T08:11:00Z,0.0,1,-0.11348473785353551,0.5874242782948301,0,0,0,0,0,0,0,0,0,0
2025-06-17T08:16:00Z,0.0,1,-0.11348473785353551,0.5874242782948301,0,0,0,0,0,0,0,0,0,0
2025-06-17T08:21:00Z,0.0,1,-0.11348473785353551,0.5874242782948301,0,0,0,0,0,0,0,0,0,0
2025-06-17T08:26:00Z,0.0,1,-0.11348473785353551,0.5874242782948301,0,0,0,0,0,0,0,0,0,0
2025-06-17T08:31:00Z,0.0,1,-0.11348473785353551,0.5874242782948301,0,0,0,0,0,0,0,0,0,0
2025-06-17T08:36:00Z,0.0,1,-0.11348473785353551,0.5874242782948301,0,0,0,0,0,0,0,0,0,0
2025-06-17T08:41:00Z,0.0,1,-0.11348473785353551,0.5874242782948301,0,0,0,0,0,0,0,0,0,0
2025-06-17T08:46:00Z,0.0,1,-0.11348473785353551,0.5874242782948301,0,0,0,0,0,0,0,0,0,0
2025-06-17T08:51:00Z,0.0,1,-0.11348473785353551,0.5874242782948301,0,0,0,0,0,0,0,0,0,0
2025-06-17T08:56:00Z,0.0,1,-0.11348473785353551,0.5874242782948301,0,0,0,0,0,0,0,0,0,0
2025-06-17T09:01:00Z,0.0,1,-0.11348473785353551,0.5892280080190798,0,0,0,0,0,0,0,0,0,0
2025-06-17T09:06:00Z,0.0,1,-0.11348473785353551,0.5892280080190798,0,0,0,0,0,0,0,0,0,0
2025-06-17T09:11:00Z,0.0,1,-0.11348473785353551,0.5892280080190798,0,0,0,0,0,0,0,0,0,0
2025-06-17T09:16:00Z,0.0,1,-0.11348473785353551,0.5892280080190798,0,0,0,0,0,0,0,0,0,0
2025-06-17T09:21:00Z,0.0,1,-0.11348473785353551,0.5892280080190798,0,0,0,0,0,0,0,0,0,0
2025-06-17T09:26:00Z,0.0,1,-0.11348473785353551,0.5892280080190798,0,0,0,0,0,0,0,0,0,0
2025-06-17T09:31:00Z,0.0,1,-0.11348473785353551,0.5892280080190798,0,0,0,0,0,0,0,0,0,0
2025-06-17T09:36:00Z,0.0,1,-0.11348473785353551,0.5892280080190798,0,0,0,0,0,0,0,0,0,0
2025-06-17T09:41:00Z,0.0,1,-0.11348473785353551,0.5892280080190798,0,0,0,0,0,0,0,0,0,0
2025-06-17T09:46:00Z,0.0,1,-0.11348473785353551,0.5892280080190798,0,0,0,0,0,0,0,0,0,0
2025-06-17T09:51:00Z,0.0,1,-0.11348473785353551,0.5892280080190798,0,0,0,0,0,0,0,0,0,0
